1,0.666666667,0.5,1,0.8,0.8,0.6,0.6,0.4,0.6,0.6,1.2,1.2,0.8,0.6,0.6,0,0,0,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0,0,0,0.4,0.4,0.4,0.4,0.4,0,0.2,0.2,1.8,3,7.6,11.4,17.6,30,38.4,56.8,75.6,83,107.4,177.4,244.8,341.2,470.2,451.4,650.2,916,1352,2257.4,3302.2,4293,5524,6986.6,7991,9315.2,11653.2,13703,15643.8,17418.6,19330.4,20926.6,22385.8,24508.2,27068.4,29398.4,29769.8,30602,30676.4,30627.8,30948.6,32074,32150.8,31706,30425.4,28887.2,28006.2,28260.6,29094.8,29704.8,29499.4,29148.4,28009.2,27085.2,28256,30306.6,31422.6,31840,30712.2,28780.2,27026,26367.6,27662.2,29008.2,29218.6,28209.6,27120.8,25339.6,25077,25395.2,26046.8,25162.6,23887,22748.6,21504.6,21881.4,22988.6,24233.2,23596,23758.2,22324.6,22026,22076.8,23104.2,23115,23187.8,22224.6,20930.2,19758.4,19956.8,20695,21786.8,21992.2,21806.8,21422.8,20513.6,19893.8,20956.6,22032,21399.2,20890.6,20245.8,19359.8,19403.4,20923.2,22551.4,22890.8,22664,22815,22860.8,23311.4,25642.6,28260.4,28807.2,29802.6,31278.4,31969.4,33394.2,37157.4,39591.2,40474.6,41648.4,42823,44006.8,46358,49099.4,50114.6,50942,49697.8,50809.8,51867.6,55341,58922.6,61969.6,61768.8,61891.6,62725.6,62633,66046.4,68554.6,69451.2,68337.2,66221.6,63463.25,60765
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.6,0.4,2.2,2.2,3.6,4.2,5.4,5,7.8,26.2,25.2,26.2,32.4,53.8,44.2,94,126.2,164.2,245,310.4,325.2,352.2,392.8,374.2,396,401.8,405,546.4,683.8,828,960,1156.2,1082.6,1065,1198,1422.8,1546.4,1701.6,1713.2,1631.6,1452,1434,1736.4,1939.6,2298,2645.6,2678.4,2484.6,2530.8,2415,2675.6,3077.8,3716.2,4004.2,4337.8,4639.8,5128.4,5572.6,5820.4,5930.8,5718.2,5787,5653.6,6881.8,7734.6,9013.6,9488.2,9448.8,8596.6,8488.2,8648.6,9420.8,11518.4,12783.4,12573.2,13046.2,13744,14257.6,15315.2,17962,18406,18265.2,16663.8,16227,16186.2,18168,20391,24708.4,24725.4,22925.2,23429,23770,23300.2,26184.4,29279.8,27275,24679.2,24912.4,25329,25996.4,27410.4,28620.4,25624.2,23171,24072.2,25313.4,25525.6,33057.8,35861.6,32030.4,30218.6,33552.8,31143.6,32107,38326.6,41439.4,39647.4,35912.8,34785.4,34755.8,36638.2,38987.6,41761.8,40202.8,34906.2,34346.2,34815.8,35755,39554.4,43313.2,39218.4,34361.4,34209,33184.2,34460.2,36329.4,37978.6,34313,30379.6,26623.75,24106
3,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,3.4,11.8,30.4,45.2,63.8,86.6,118.6,146.6,179.8,274.4,316.6,369.4,440.2,546,588.4,769.4,974.6,1216.6,1258.2,1565.2,1846,2057,2397,2919.6,3103.6,3278.6,3610.6,3975.6,4454.8,5119.6,5526.4,5642.8,5628.2,5473,5402.2,5472,5709,5702.6,5470.6,5040.6,4815.2,4554,4427.6,4578.6,4631.2,4394.6,4068.8,3919,3798.8,3725.8,3944.8,4155.4,4018.8,3772.4,3515.6,3334,3214.2,3281.8,3296.8,3214.6,3003.2,2978.6,2809.6,2804.4,2824.6,2743.6,2417.4,2306.4,2119.4,2022.4,1950.6,1982.8,1842.4,1669.4,1510,1405.8,1306,1293.6,1266,1211.4,1071.4,1071.6,983.8,965.6,963,989.2,843.8,756.4,720.6,695.8,649.2,644.6,688.2,631.8,558.8,509.8,496.2,481,478,501.2,488.4,411.6,356.6,317.6,269.8,306.8,320.8,296.6,288.4,309.6,246.4,268.2,261.4,274.6,285.6,305.4,271.6,304.6,301.6,204.4,197,199.8,178.4,134.8,279.8,286.2,292.4,283.2,295.4,205.2,174.4,159.8,165,174.8,196.6,206.6,211.8,199,193,188.8,205.6,201.6,221,216.2,196.2,173.4,181.8,181.2,197.2,218,223.6,222,219
4,0,0,0,0.2,0.8,0.8,0.8,1,1.4,1.2,1.6,1.6,1.4,0.8,0.6,0.2,0.4,0.4,0.8,0.6,0.6,0.4,0.4,0,0,0,0,0,0,0,0,0,0.2,2.2,6,6.4,12.6,22.6,26.4,30,42.8,80.6,108,128,168.8,182.8,195,247.6,255.8,527,681.8,867.6,1072.8,1435.8,1730.4,2147,2810.6,2988.2,3123.2,3345.8,3533.2,3495,4345,5199.6,5727.8,5821.8,5912.4,5574,5400.2,5419.8,5812.8,5841.4,5663,5100.4,4573.8,4427.4,4417.8,4409.6,4306.8,4038.2,3355.2,2635.6,2516.4,2558,2708.6,2654,2765,2462.4,2118.6,1850.2,1957.4,1963,1889.6,1895.8,1622,1356.6,1308,1299.2,1261.4,1241.8,1150.4,922.6,799.6,817,892.6,984.8,1034.4,974.4,882.8,748.2,702,630.8,670.8,635.2,639.6,490.6,660,648,653.8,668.2,687,510,425.4,435.8,362.8,442,518.8,517.8,442,414,336.6,239.8,256.6,302.8,371.2,374.2,397.6,406.8,319.6,248.2,295.2,231.6,202.4,232,312.2,275.6,510,556.2,597.6,604,632.8,532.6,514.4,540.2,552.8,538,442.6,434.2,409.4,371.4,382.4,417.4,431.2,421,434.2,394.6,383.8,360.6,361.8,329,315.2,296.2,291,311.6,348.2,425.2,449.2,455.8,487,468.75,426.6666667
5,0.666666667,0.5,0.8,0.4,1,1,1.8,2.2,3.2,2.6,2.6,2.2,1.6,0.6,0.6,0.8,0.4,0.6,0.8,1,1.8,3.8,5.6,6.6,7.8,9.2,8.4,8.2,10.4,14,14,15,15.6,16,16.2,17.4,17,17.2,17.2,16,19.4,24,32.2,37.6,40.2,38.8,44,44,46,46.8,53.6,48.2,40.6,39.4,39,34.6,39.2,43.2,42.2,43.2,49.8,58.4,71.4,85.2,116.8,138,137.4,167.8,201,218,249.4,304.8,324.2,315,333.4,373.2,417.8,474.8,568.2,597.6,550.6,532.6,517,489.4,497,555,527.4,484.6,448.6,415.8,384.2,388,385.6,352.8,307.8,278.2,244.4,219.6,230.6,257,240.2,230.6,214,179.4,138.4,115.8,105.2,94,81.2,79,71.6,68.2,64.8,68.2,55.6,52.2,38.2,34.6,32,31.8,30.2,32.8,30.2,28,28.6,37.6,44.4,48.8,49.8,51.8,47.8,38.8,39,41.4,42.6,40.4,38.6,40,37.6,37.4,42.2,46.6,51.6,58.6,59.4,56,59,57.8,57.2,59.2,58,58.2,61,66,76.4,86.8,97.4,102.6,112,135.2,160.2,163.8,197,210.6,202,200,215.2,231.2,275.2,316.4,357.2,372.8,364,425.6,416,452.6,564.2,601.8,506.8,549,534
6,0.666666667,0.5,0.6,0.6,0.6,0.4,0.4,1.6,1.6,2.2,2.2,2.4,1.6,2.2,1.8,1.8,1.8,1.6,1,0.8,0.8,0.6,0.2,0.2,0.4,0.6,0.6,15.2,35,80.6,114.2,160.4,174.6,211.4,266.6,347,463.4,551.8,614.8,684,656.8,587.6,571.4,541.2,425.6,371.4,285,232.4,165.6,133,121.6,129.8,96.2,90.2,86.8,95.8,98,112.6,128.2,109.6,94.4,97,88.4,74.2,103.4,109.2,104.8,109,111,99.6,95.8,99,90.2,79.4,71,64.4,53.4,42.6,39.2,36.2,30.6,28.2,28.2,26.6,24.6,23.2,19.4,16.6,14,11.8,11,11.4,10.8,11,11.6,10.6,9.4,9.2,8.4,8.2,8,7.8,6.4,6,5.8,7.8,14,20.6,25.2,28,30.2,28.8,25.6,22.8,20.6,17.4,18.4,17,18.4,20,22.4,19.2,20.6,24.6,35.8,42.4,47,48.6,47.6,39.4,37.6,37.6,40,43.2,47,44.8,44.6,46.8,45.6,45.4,47.4,46.6,43.8,41.6,39,41.2,44.2,50.4,53.2,48,45.4,45.8,38,36.2,43,46.2,44.4,47.4,49.6,50.2,50.4,54.6,58.2,57.4,55.4,55.4,52.6,49.4,47.2,47.2,47,43.8,42.6,47.8,51,46.4,46.6,44,40.8,36,35
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0.8,0.4,0.6,0.6,0.2,0.4,0.4,0.2,0.2,2.2,2.6,2.8,4.4,5,7.4,23.4,43.2,54.2,84.6,89.6,118.8,108,115.2,103.6,112.4,94.2,119.4,124,125,130.8,147.4,149,185.2,217.8,220.2,243.8,329.6,322.8,315.4,334.2,307.6,249,239,246.6,269.6,337.6,381.6,359,428.4,502.2,407,529.2,610.2,703.4,718.4,861,752.6,767.8,691.4,717,818.8,957.2,1037.6,1094.4,1083.2,1046.4,1191.8,1108.2,1270.2,1559,1657,1601.6,1938.4,1772.6,1410.4,1693,1343.6,1163,1365.4,1635.6,1419.8,1858.4,2108.6,2062.4,2127,2090.2,1922.8,1691.4,1758,1885.4,2021.6,2358.2,2661.8,3034.2,3287,3761.4,3950.6,4304.6,4509,4641.6,4610.6,4890.6,5110.6,5398,4452.4,4817.6,6155.2,5877,5765.4,6837,6531.4,5437.6,5539.2,5265.6,4983.2,4772.8,4260.8,3825.6,3559,3584.2,3517.2,3273.4,3545,3785.2,3788.2,3076.8,3189.2,3669.6,3340,3118.6,3790.4,3663.2,2906.6,2872.6,2827.2,2551.2,2434,2312.6,1808.4,2058.4,1978.4,1862.8,1636.4,2045.5,1393
8,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,1.4,3.4,6,8.8,9.2,10.8,18.2,21.4,18.6,27,27.6,21.2,18,33,38.6,52,67,81.2,80,84.6,122.6,173.2,182,275.4,301.6,311.6,320,309.6,232.4,269.8,226.2,170.4,196.4,189.8,153.6,176.8,212.4,229.4,251.6,246.4,246,231,207.2,201.2,187.8,166.4,178.8,186.6,167,196,213.4,195.4,204,238.8,238.6,230.2,253,254.6,239.2,246.4,283,248,225,222,216.4,201.4,231,253.2,259.4,243.8,232.6,220,213.2,226,225.8,216.8,211.8,218.6,219.6,247,290.4,362.2,519.8,581,683.4,717.8,681.8,622.8,631.6,508,540.4,579.6,545.2,522,621.2,567,578.4,583.6,587.6,537.6,521.2,490.2,481.4,505.8,596,654.2,688.8,805.2,767.2,733.8,804.2,824.2,726,828.6,889,887.6,800.4,976.2,1078.4,1348,1564.4,1813.6,2004.6,1984.8,1732,1577.8,1677.2,1329.4,1158.2,1187.2,1408.8,1348.4,1659.6,1982.2,2009.6,1908,1965.666667
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,1,2.2,3.6,6.8,9,8.6,8.6,9.2,9.6,11.4,17.4,23.2,31.4,33.2,40,49.8,42.6,47,82,87.6,80.2,103.2,120.6,102.4,147,167.8,201.6,228,255.2,238,248.6,239.4,236,236.6,277.6,319.6,353.6,387.6,412,388,370.6,351.4,314.4,290.8,256.4,233,229.8,230.4,226.2,244.2,248.2,246,193.4,217.4,193.4,166.6,133.6,156.4,97.2,95.8,95,71,77,79,70.4,68.4,81.2,64,73.4,80.8,71.8,79,84.6,82.8,78.6,85.2,72,61.6,50.2,41.6,39,37.6,37,31,30.8,33.8,38,51,62.2,73.8,74.6,78.8,72.8,72.2,70.4,71,69,67.2,64.8,69.4,73,79.8,87.2,93.6,93.6,95.2,105.2,113.8,134.2,160.4,190.8,210.6,238.4,254.2,280.6,291.6,308.2,313.4,316.8,304.8,314.4,302.6,319.4,330.6,328.2,312.6,328.2,321.2,328.8,349.8,371.8,382.2,383.8,384,381.3333333
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.6,1.6,3.6,5.2,8.2,9.6,16.4,19.2,37.4,45.2,56.2,56.8,75.4,87.6,76.8,160.4,197,341.8,309.6,409.6,377.8,543.2,618.8,875,954.8,1153.4,1160.4,1120.6,1047.2,1090.8,1056.2,990.4,1005,958.8,968,950.2,955.4,916.6,899,777.8,685.2,734.8,709.2,690.2,690,632.4,481.6,377,357,325,332.6,343.2,360.8,321.6,266.2,238,218.4,187.4,190,199.6,179.2,153.6,146,138.4,128.8,130.6,128.2,114.8,84.6,71,61.8,60.4,54,59.2,56.8,50.8,41.2,42.4,41.8,45.6,41.4,36.8,31,28.8,24.4,24,25.6,23.6,17.6,13.4,13.8,14.2,18.4,19.8,20.2,19,15.6,13,13.6,14.8,17,18.2,15.8,15,15,17.6,19.6,24.4,25.8,24,22,24.8,21.2,23.6,22.4,27.6,24.6,26.4,28.2,37,38.8,49,57,55.2,57.2,73,82.4,96.8,109.2,110.8,92.8,80.4,79.4,77.6,84.4,100.4,102.8,89.6,86,91.6,94.6,99.8,109.2,115,97.2,86,84
